inchikey,smiles,value,tier,scaffold
XTDQDBVBDLYELW-UHFFFAOYSA-N,CCC(C)C(C)(C)C,186.9915,tier1,EMPTY_SCAFFOLD
GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1ccc(C)c(C)c1,156.8284,tier1,c1ccccc1
JSZOAYXJRCEYSX-UHFFFAOYSA-N,CCC[N+](=O)[O-],105.0493,tier1,EMPTY_SCAFFOLD
YTZKOQUCBOVLHL-UHFFFAOYSA-N,CC(C)(C)c1ccccc1,177.5547,tier1,c1ccccc1
PBKONEOXTCPAFI-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1,129.7639,tier1,c1ccccc1
LQNUZADURLCDLV-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1,119.0198,tier1,c1ccccc1
QZYHIOPPLUPUJF-UHFFFAOYSA-N,Cc1cccc([N+](=O)[O-])c1,140.9668,tier1,c1ccccc1
INQOMBQAUSQDDS-UHFFFAOYSA-N,CI,45.7252,tier1,EMPTY_SCAFFOLD
DNJIEGIFACGWOD-UHFFFAOYSA-N,CCS,74.3659,tier1,EMPTY_SCAFFOLD
LELOWRISYMNNSU-UHFFFAOYSA-N,C#N,35.9152,tier1,EMPTY_SCAFFOLD
QUSNBJAOOMFDIB-UHFFFAOYSA-N,CCN,74.1997,tier1,EMPTY_SCAFFOLD
BDAGIHXWWSANSR-UHFFFAOYSA-N,O=CO,45.9559,tier1,EMPTY_SCAFFOLD
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,CCCBr,88.413,tier1,EMPTY_SCAFFOLD
NOWKCMXCCJGMRR-UHFFFAOYSA-N,C1CN1,54.4038,tier1,C1CN1
XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,99.7991,tier1,EMPTY_SCAFFOLD
XXROGKLTLUQVRX-UHFFFAOYSA-N,C=CCO,77.9167,tier1,EMPTY_SCAFFOLD
GOOHAUXETOMSMM-UHFFFAOYSA-N,CC1CO1,72.6565,tier1,C1CO1
HGINCPLSRVDWNT-UHFFFAOYSA-N,C=CC=O,66.3002,tier1,EMPTY_SCAFFOLD
NVJUHMXYKCUMQA-UHFFFAOYSA-N,CCCOCC,134.4862,tier1,EMPTY_SCAFFOLD
BHRZNVHARXXAHW-UHFFFAOYSA-N,CCC(C)N,118.6353,tier1,EMPTY_SCAFFOLD
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,CCCCC=O,126.4313,tier1,EMPTY_SCAFFOLD
RWRDLPDLKQPQOW-UHFFFAOYSA-N,C1CCNC1,85.0651,tier1,C1CCNC1
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,CCCNCCC,157.3789,tier1,EMPTY_SCAFFOLD
WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1,78.6746,tier1,C1CCOC1
YHRUOJUYPBUZOS-UHFFFAOYSA-N,ClCCCCl,101.6711,tier1,EMPTY_SCAFFOLD
BSPCSKHALVHRSR-UHFFFAOYSA-N,CCC(C)Cl,112.1417,tier1,EMPTY_SCAFFOLD
GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,113.4833,tier1,C1CCCC1
JYVLIDXNZAXMDK-UHFFFAOYSA-N,CCCC(C)O,135.4688,tier1,EMPTY_SCAFFOLD
LPIQUOYDBNQMRZ-UHFFFAOYSA-N,C1=CCCC1,78.0551,tier1,C1=CCCC1
POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO,165.9912,tier1,EMPTY_SCAFFOLD
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,Cc1ccncc1,101.96,tier1,c1ccncc1
FXHGMKSSBGDXIY-UHFFFAOYSA-N,CCCCCCC=O,176.6108,tier1,EMPTY_SCAFFOLD
IOQPZZOEVPZRBK-UHFFFAOYSA-N,CCCCCCCCN,208.0836,tier1,EMPTY_SCAFFOLD
JQVDAXLFBXTEQA-UHFFFAOYSA-N,CCCCNCCCC,203.0529,tier1,EMPTY_SCAFFOLD
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1,97.644,tier1,c1ccccc1
RJUFJBKOKNCXHH-UHFFFAOYSA-N,CCC(=O)OC,111.3855,tier1,EMPTY_SCAFFOLD
HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1ccco1,99.3135,tier1,c1ccoc1
JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,111.7864,tier1,O=C1CCCCC1
LAIUFBWHERIJIH-UHFFFAOYSA-N,CCCCC(C)CC,188.5386,tier1,EMPTY_SCAFFOLD
CATSNJVOTSVZJV-UHFFFAOYSA-N,CCCCCC(C)=O,175.0014,tier1,EMPTY_SCAFFOLD
CFXQEHVMCRXUSD-UHFFFAOYSA-N,ClCC(Cl)CCl,114.2533,tier1,EMPTY_SCAFFOLD
FXHOOIRPVKKKFG-UHFFFAOYSA-N,CC(=O)N(C)C,110.2907,tier1,EMPTY_SCAFFOLD
HYFLWBNQFMXCPA-UHFFFAOYSA-N,CCc1ccccc1C,157.5395,tier1,c1ccccc1
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Oc1ccccc1Cl,118.1578,tier1,c1ccccc1
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,CC(=O)C(C)C,112.5036,tier1,EMPTY_SCAFFOLD
JJYPMNFTHPTTDI-UHFFFAOYSA-N,Cc1cccc(N)c1,130.8722,tier1,c1ccccc1
KVNYFPKFSJIPBJ-UHFFFAOYSA-N,CCc1ccccc1CC,188.0082,tier1,c1ccccc1
YFTHZRPMJXBUME-UHFFFAOYSA-N,CCCN(CCC)CCC,224.8819,tier1,EMPTY_SCAFFOLD
JRLPEMVDPFPYPJ-UHFFFAOYSA-N,CCc1ccc(C)cc1,151.7078,tier1,c1ccccc1
WFDIJRYMOXRFFG-UHFFFAOYSA-N,CC(=O)OC(C)=O,102.6304,tier1,EMPTY_SCAFFOLD
AFZZYIJIWUTJFO-UHFFFAOYSA-N,CCc1cccc(CC)c1,182.6295,tier1,c1ccccc1
DSNHSQKRULAAEI-UHFFFAOYSA-N,CCc1ccc(CC)cc1,181.9259,tier1,c1ccccc1
KXUHSQYYJYAXGZ-UHFFFAOYSA-N,CC(C)Cc1ccccc1,172.3237,tier1,c1ccccc1
QPFMBZIOSGYJDE-UHFFFAOYSA-N,ClC(Cl)C(Cl)Cl,99.8554,tier1,EMPTY_SCAFFOLD
ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,188.9898,tier1,c1ccccc1
AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1,150.2547,tier1,c1ccccc1
VLHAGZNBWKUMRW-UHFFFAOYSA-N,CCC(C(C)C)C(C)C,211.0284,tier1,EMPTY_SCAFFOLD
HFPZCAJZSCWRBC-UHFFFAOYSA-N,Cc1ccc(C(C)C)cc1,180.43,tier1,c1ccccc1
GUMULFRCHLJNDY-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)C,219.4957,tier1,EMPTY_SCAFFOLD
PTTPXKJBFFKCEK-UHFFFAOYSA-N,CC(C)CC(=O)CC(C)C,215.9976,tier1,EMPTY_SCAFFOLD
NZZFYRREKKOMAT-UHFFFAOYSA-N,ICI,57.8089,tier1,EMPTY_SCAFFOLD
LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,98.8068,tier1,EMPTY_SCAFFOLD
LJSQFQKUNVCTIA-UHFFFAOYSA-N,CCSCC,120.1071,tier1,EMPTY_SCAFFOLD
SZIFAVKTNFCBPC-UHFFFAOYSA-N,OCCCl,75.904,tier1,EMPTY_SCAFFOLD
